罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,原木１丁目,2021-01-08,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,原木１丁目,2021-01-16,10,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,原木１丁目,2021-03-30,20,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,原木１丁目,2021-04-03,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,原木１丁目,2021-06-05,12,４階建て以上共同住宅,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,原木１丁目,2021-11-21,14,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,原木２丁目,2021-02-08,09,一戸建住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,原木３丁目,2021-05-11,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,原木３丁目,2021-10-26,22,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,二俣１丁目,2021-02-02,01,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,二俣１丁目,2021-02-04,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,二俣１丁目,2021-04-09,11,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,二俣１丁目,2021-10-13,21,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,二俣２丁目,2021-03-06,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,二俣２丁目,2021-03-20,16,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,二俣２丁目,2021-03-25,17,一戸建住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,二俣２丁目,2021-03-28,18,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,二俣２丁目,2021-06-01,15,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,二俣２丁目,2021-11-23,12,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,二俣２丁目,不明,不明,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,市川,原木交番,122033,千葉県,市川市,二俣新町,2021-08-10,08,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,稲越町,2021-04-13,17,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,国分２丁目,2021-02-03,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,国分２丁目,2021-05-18,08,駐車（輪）場,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,国分２丁目,2021-07-13,20,一戸建住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,国分３丁目,2021-10-23,17,一戸建住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,曽谷１丁目,2021-03-25,21,その他の住宅（３階建て以下共同住宅等）,その他,10歳代,その他,施錠せず
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,曽谷１丁目,2021-03-27,15,一戸建住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,曽谷１丁目,2021-04-01,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,曽谷１丁目,2021-06-24,21,一戸建住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,曽谷２丁目,2021-03-31,16,一戸建住宅,その他,10歳未満,小学生,施錠せず
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,曽谷２丁目,2021-05-05,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,曽谷２丁目,2021-05-21,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,曽谷２丁目,2021-06-24,06,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,曽谷２丁目,2021-08-01,23,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,曽谷３丁目,2021-05-30,20,一戸建住宅,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,曽谷３丁目,2021-07-11,11,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,曽谷３丁目,2021-07-14,09,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,曽谷３丁目,2021-08-16,00,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,曽谷４丁目,2021-04-12,20,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,曽谷４丁目,2021-09-16,20,一戸建住宅,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,曽谷４丁目,2021-10-10,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,曽谷４丁目,2021-12-07,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,曽谷５丁目,2020-12-26,11,４階建て以上共同住宅,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,曽谷５丁目,2021-09-19,17,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,曽谷６丁目,2021-02-22,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,曽谷６丁目,2021-09-18,11,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,曽谷６丁目,2021-11-24,08,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,市川,国分交番,122033,千葉県,市川市,東国分１丁目,2020-12-25,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,市川,国府台交番,122033,千葉県,市川市,市川２丁目,2021-02-08,06,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,市川,国府台交番,122033,千葉県,市川市,市川２丁目,2021-05-29,20,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,市川,国府台交番,122033,千葉県,市川市,市川２丁目,2021-06-11,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,市川,国府台交番,122033,千葉県,市川市,市川２丁目,2021-10-21,21,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,市川,国府台交番,122033,千葉県,市川市,市川２丁目,2021-11-04,11,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,市川,国府台交番,122033,千葉県,市川市,市川２丁目,2021-11-12,20,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,市川,国府台交番,122033,千葉県,市川市,市川３丁目,2021-04-06,20,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,市川,国府台交番,122033,千葉県,市川市,市川４丁目,2021-06-04,01,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,市川,国府台交番,122033,千葉県,市川市,国府台１丁目,2021-06-03,08,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,市川,国府台交番,122033,千葉県,市川市,国府台１丁目,2021-10-10,20,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,市川,国府台交番,122033,千葉県,市川市,国府台１丁目,不明,不明,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,市川,国府台交番,122033,千葉県,市川市,国府台２丁目,2018-12-26,17,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,市川,国府台交番,122033,千葉県,市川市,須和田１丁目,2020-12-23,01,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,市川,国府台交番,122033,千葉県,市川市,真間２丁目,2021-02-08,21,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,市川,国府台交番,122033,千葉県,市川市,真間２丁目,2021-08-04,08,その他,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,市川,国府台交番,122033,千葉県,市川市,真間２丁目,2021-09-16,09,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,市川,国府台交番,122033,千葉県,市川市,真間４丁目,2021-03-27,21,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,市川,大洲交番,122033,千葉県,市川市,市川南２丁目,不明,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,市川,大洲交番,122033,千葉県,市川市,市川南３丁目,2021-09-26,17,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,市川,大洲交番,122033,千葉県,市川市,市川南３丁目,2021-09-28,14,４階建て以上共同住宅,その他,70歳以上,その他,施錠した
窃盗,自転車盗,市川,大洲交番,122033,千葉県,市川市,大洲１丁目,2021-10-07,19,一戸建住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,市川,大洲交番,122033,千葉県,市川市,大洲２丁目,2021-07-23,21,道路上,その他,10歳代,高校生,施錠した
窃盗,自転車盗,市川,大洲交番,122033,千葉県,市川市,大洲２丁目,2021-11-19,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,市川,大洲交番,122033,千葉県,市川市,大洲３丁目,2021-08-01,12,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,市川,大洲交番,122033,千葉県,市川市,大洲３丁目,2021-08-19,08,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,市川,大洲交番,122033,千葉県,市川市,大洲４丁目,2021-09-29,15,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,市川,大洲交番,122033,千葉県,市川市,大和田１丁目,2021-07-15,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,市川,大洲交番,122033,千葉県,市川市,大和田１丁目,2021-08-27,23,道路上,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,市川,大洲交番,122033,千葉県,市川市,大和田２丁目,2021-10-11,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,市川,大洲交番,122033,千葉県,市川市,大和田３丁目,2021-04-08,09,道路上,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,市川,大洲交番,122033,千葉県,市川市,大和田３丁目,2021-09-17,11,その他の住宅（３階建て以下共同住宅等）,その他,40歳代,その他,施錠した
窃盗,自転車盗,市川,大洲交番,122033,千葉県,市川市,大和田４丁目,2021-04-25,11,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,市川,大洲交番,122033,千葉県,市川市,大和田４丁目,2021-11-02,20,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,市川,大洲交番,122033,千葉県,市川市,大和田５丁目,2021-11-02,21,一戸建住宅,その他,20歳代,その他,施錠せず
窃盗,自転車盗,市川,大野駅前交番,122033,千葉県,市川市,大野町１丁目,2021-02-13,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,市川,大野駅前交番,122033,千葉県,市川市,大野町１丁目,2021-02-20,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,市川,大野駅前交番,122033,千葉県,市川市,大野町１丁目,2021-04-03,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した
